"","X","country","continent","year","population"
"1213",932,"Sao Tome and Principe","Africa",2021,227380
"1214",12,"Bahamas","Americas",2017,223752
"1215",737,"Sao Tome and Principe","Africa",2020,223107
"1216",930,"Samoa","Oceania",2021,222382
"1217",735,"Samoa","Oceania",2020,218764
"1218",501,"Mayotte","Africa",2019,211786
"1219",540,"Samoa","Oceania",2019,194672
"1220",1259,"Kiribati","Oceania",2023,188570
"1221",25,"Brunei","Asia",2017,187921
"1222",345,"Samoa","Oceania",2018,184008
"1223",1123,"Saint Lucia","Americas",2022,183274
"1224",542,"Sao Tome and Principe","Africa",2019,182138
"1225",928,"Saint Lucia","Americas",2021,179857
"1226",733,"Saint Lucia","Americas",2020,179651
"1227",1318,"Saint Lucia","Americas",2023,177856
"1228",538,"Saint Lucia","Americas",2019,170935
"1229",150,"Samoa","Oceania",2017,164905
"1230",104,"Maldives","Asia",2017,164887
"1231",254,"French Guiana","Americas",2018,164351
"1232",343,"Saint Lucia","Americas",2018,159500
"1233",306,"Mayotte","Africa",2018,159215
"1234",1064,"Kiribati","Oceania",2022,148720
"1235",18,"Belize","Americas",2017,145133
"1236",347,"Sao Tome and Principe","Africa",2018,143714
"1237",1237,"Grenada","Americas",2023,136253
"1238",1283,"Micronesia","Oceania",2023,135457
"1239",869,"Kiribati","Oceania",2021,131232
"1240",1348,"Tonga","Oceania",2023,131225
"1241",1042,"Grenada","Americas",2022,130367
"1242",674,"Kiribati","Oceania",2020,128874
"1243",847,"Grenada","Americas",2021,125438
"1244",652,"Grenada","Americas",2020,124610
"1245",1088,"Micronesia","Oceania",2022,122704
"1246",148,"Saint Lucia","Americas",2017,121633
"1247",192,"Western Sahara","Africa",2017,116775
"1248",1326,"Seychelles","Africa",2023,116644
"1249",893,"Micronesia","Oceania",2021,114164
"1250",1153,"Tonga","Oceania",2022,114124
"1251",457,"Grenada","Americas",2019,114039
"1252",344,"Saint Vincent and the Grenadines","Americas",2018,113813
"1253",698,"Micronesia","Oceania",2020,113131
"1254",308,"Micronesia","Oceania",2018,111709
"1255",1131,"Seychelles","Africa",2022,111317
"1256",539,"Saint Vincent and the Grenadines","Americas",2019,109308
"1257",479,"Kiribati","Oceania",2019,107995
"1258",503,"Micronesia","Oceania",2019,107588
"1259",149,"Saint Vincent and the Grenadines","Americas",2017,107480
"1260",262,"Grenada","Americas",2018,107432
"1261",568,"Tonga","Oceania",2019,107383
"1262",936,"Seychelles","Africa",2021,107118
"1263",958,"Tonga","Oceania",2021,106858
"1264",741,"Seychelles","Africa",2020,106471
"1265",763,"Tonga","Oceania",2020,106017
"1266",734,"Saint Vincent and the Grenadines","Americas",2020,104332
"1267",1124,"Saint Vincent and the Grenadines","Americas",2022,104322
"1268",929,"Saint Vincent and the Grenadines","Americas",2021,103948
"1269",373,"Tonga","Oceania",2018,102603
"1270",1319,"Saint Vincent and the Grenadines","Americas",2023,101691
"1271",1176,"Antigua and Barbuda","Americas",2023,99030
"1272",981,"Antigua and Barbuda","Americas",2022,97510
"1273",152,"Sao Tome and Principe","Africa",2017,97210
"1274",178,"Tonga","Oceania",2017,96708
"1275",67,"Grenada","Americas",2017,94838
"1276",786,"Antigua and Barbuda","Americas",2021,93763
"1277",591,"Antigua and Barbuda","Americas",2020,93219
"1278",546,"Seychelles","Africa",2019,92409
"1279",284,"Kiribati","Oceania",2018,88826
"1280",396,"Antigua and Barbuda","Americas",2019,85695
"1281",979,"Andorra","Europe",2022,81528
"1282",1174,"Andorra","Europe",2023,80504
"1283",351,"Seychelles","Africa",2018,80060
"1284",784,"Andorra","Europe",2021,79824
"1285",589,"Andorra","Europe",2020,79034
"1286",113,"Micronesia","Oceania",2017,76299
"1287",201,"Antigua and Barbuda","Americas",2018,75055
"1288",1021,"Dominica","Americas",2022,74988
"1289",1216,"Dominica","Americas",2023,74167
"1290",46,"Dominica","Americas",2017,72978
"1291",826,"Dominica","Americas",2021,72737
"1292",631,"Dominica","Americas",2020,72412
"1293",394,"Andorra","Europe",2019,71519
"1294",436,"Dominica","Americas",2019,68755
"1295",241,"Dominica","Americas",2018,68346
"1296",59,"French Guiana","Americas",2017,66825
"1297",199,"Andorra","Europe",2018,66097
"1298",156,"Seychelles","Africa",2017,65290
"1299",6,"Antigua and Barbuda","Americas",2017,64889
"1300",89,"Kiribati","Oceania",2017,60813
"1301",1041,"Greenland","Americas",2022,57152
"1302",846,"Greenland","Americas",2021,56466
"1303",456,"Greenland","Americas",2019,56351
"1304",651,"Greenland","Americas",2020,56243
"1305",261,"Greenland","Americas",2018,56184
"1306",302,"Marshall Islands","Oceania",2018,54224
"1307",1236,"Greenland","Americas",2023,53997
"1308",497,"Marshall Islands","Oceania",2019,53416
"1309",111,"Mayotte","Africa",2017,52233
"1310",1277,"Marshall Islands","Oceania",2023,51211
"1311",66,"Greenland","Americas",2017,50106
"1312",1122,"Saint Kitts and Nevis","Americas",2022,48247
"1313",927,"Saint Kitts and Nevis","Americas",2021,47657
"1314",732,"Saint Kitts and Nevis","Americas",2020,47606
"1315",537,"Saint Kitts and Nevis","Americas",2019,47403
"1316",1317,"Saint Kitts and Nevis","Americas",2023,46882
"1317",342,"Saint Kitts and Nevis","Americas",2018,45461
"1318",1082,"Marshall Islands","Oceania",2022,44733
"1319",147,"Saint Kitts and Nevis","Americas",2017,43097
"1320",1268,"Liechtenstein","Europe",2023,42287
"1321",692,"Marshall Islands","Oceania",2020,42050
"1322",887,"Marshall Islands","Oceania",2021,41569
"1323",1073,"Liechtenstein","Europe",2022,41030
"1324",878,"Liechtenstein","Europe",2021,39327
"1325",683,"Liechtenstein","Europe",2020,39039
"1326",1285,"Monaco","Europe",2023,37664
"1327",700,"Monaco","Europe",2020,36686
"1328",895,"Monaco","Europe",2021,36469
"1329",488,"Liechtenstein","Europe",2019,35926
"1330",1090,"Monaco","Europe",2022,35862
"1331",4,"Andorra","Europe",2017,35611
"1332",736,"San Marino","Europe",2020,33745
"1333",931,"San Marino","Europe",2021,33660
"1334",1126,"San Marino","Europe",2022,33458
"1335",505,"Monaco","Europe",2019,33178
"1336",293,"Liechtenstein","Europe",2018,33026
"1337",310,"Monaco","Europe",2018,32465
"1338",1321,"San Marino","Europe",2023,32044
"1339",107,"Marshall Islands","Oceania",2017,31988
"1340",541,"San Marino","Europe",2019,31608
"1341",115,"Monaco","Europe",2017,27076
"1342",346,"San Marino","Europe",2018,26823
"1343",98,"Liechtenstein","Europe",2017,25003
"1344",151,"San Marino","Europe",2017,21346
"1345",327,"Palau","Oceania",2018,19726
"1346",522,"Palau","Oceania",2019,18540
"1347",912,"Palau","Oceania",2021,18055
"1348",717,"Palau","Oceania",2020,18024
"1349",1107,"Palau","Oceania",2022,17919
"1350",1302,"Palau","Oceania",2023,16689
"1351",1292,"Nauru","Oceania",2023,14695
"1352",1097,"Nauru","Oceania",2022,13358
"1353",1353,"Tuvalu","Oceania",2023,13211
"1354",902,"Nauru","Oceania",2021,12668
"1355",707,"Nauru","Oceania",2020,12511
"1356",132,"Palau","Oceania",2017,12252
"1357",1158,"Tuvalu","Oceania",2022,11917
"1358",963,"Tuvalu","Oceania",2021,11312
"1359",768,"Tuvalu","Oceania",2020,11204
"1360",573,"Tuvalu","Oceania",2019,10550
"1361",317,"Nauru","Oceania",2018,10377
"1362",512,"Nauru","Oceania",2019,10241
"1363",378,"Tuvalu","Oceania",2018,9638
"1364",183,"Tuvalu","Oceania",2017,7731
"1365",122,"Nauru","Oceania",2017,7635
